F1/test,F1/test_class_0,F1/test_class_1,F1/test_class_2,Precision/test_class_0,Precision/test_class_1,Precision/test_class_2,Recall/test_class_0,Recall/test_class_1,Recall/test_class_2,epoch,step
0.819524884223938,0.8346213102340698,0.8296796083450317,0.6666666865348816,0.8307692408561707,0.8092105388641357,0.8484848737716675,0.8385093212127686,0.8512110710144043,0.5490196347236633,0,0
