F1/train,F1/val,epoch,step,val_loss
,0.6483567357063293,0,192,0.7445952296257019
0.5703139901161194,,0,192,
,0.6678714156150818,1,385,0.6587347984313965
0.7170222401618958,,1,385,
,0.735323429107666,2,578,0.6362846493721008
0.8376002907752991,,2,578,
,0.7272467613220215,3,771,0.7075017690658569
0.9246907830238342,,3,771,
,0.7863090634346008,4,964,0.5796969532966614
0.9398670196533203,,4,964,
,0.7711617350578308,5,1157,0.6203421354293823
0.9600256681442261,,5,1157,
